Index,Entry Word,Part of Speech,Affix,Definition
1247,kasa,n f,,cash
1248,kaša,n f,,"mush, porridge"
1249,kasarna,n f,,baracks
1250,kaseta,n f,,cassette
1251,kašlji,n m,,cough
1252,kašljini,v itr,,cough
1253,kasneder,adv temp,,later
1254,kasnini,v itr,,be late
1255,kasno,adv temp,,late
1256,kašt,n m,,1. tree 2. wood
1257,kaštumno,adj m,,of wood
1258,katar,prep,,1. from where 2. from 3. from here
1259,kate,adv loc,,here
1260,kava,pron dem m,,this
1261,kava berš,adv temp,,1. this year 2. this summer
1262,kavlo,n m,,hook
1263,kazalco,n m,,index finger
1264,kazalco,n m,,clock hand
1265,kazno,n m,,penalty
1266,keči,pron int,,"how many, how much"
1267,kedi,v tr,,"gather, collect, pick"
1268,kedžibe,n m,,"gleaning, gathering"
1269,keksi,n m pl,,"cookie, biscuit"
1270,kelnarica,n f,,waitress
1271,kemija,n f,,chemistry
1272,kepa,n f,,"lump, clod"
1273,keravi,v tr,,cook
1274,keri,v tr,,"do, make, cause, create"
1275,keri norci pe,v itr,,mock
1276,keri pe,v itr,,1. seem 2. pretend 3. fake
1277,keri romajna,v phr itr,,execrate
1278,kerko,adj m,,bitter
1279,kesini,v tr,,regret
1280,kev,pron int,,"where, where to"
1281,kevdro,n m,,cellar
1282,khabni,adj f,,pregnant
1283,khajnano,adj m,,chicken-
1284,khajni,n f,,hen
1285,khalamno,n m,,liar
1286,khalavi,v tr,,"lie, betray, deceive"
1287,khalavibe,n m,,"cheat, deception, lie"
1288,khalavo,adj m,,false
1289,kham,n m,,sun
1290,khameskro zahodo,n phr m,,sunset
1291,khandi,v itr,,stink
1292,khandibe,n m,,"stench, smell"
1293,khandumno,n m,,stinker
1294,khanjari,n m,,fart
1295,khas,n m,,hay
1296,khelano,n m,,dancer
1297,kheli,v itr,,"dance, play"
1298,kheli pe,v itr,,1. play 2. dance
1299,khelibe,n m,,1. game 2. dance
1300,kheludi,v itr,,1. play 2. dance
1301,khengeri,n f,,church
1302,kher,n m,,house
1303,kherano,adj m,,"house…, domestic"
1304,khere,adv loc,,at home
1305,kherijal,adv loc,,from the house
1306,khoro,n m,,"jug, mug"
1307,khosi,v tr,,wipe
1308,khul,n f,,1. dirt 2. shit
1309,khulalo,adj m,,"soiled, dirty"
1310,khulipe,n m,,1. dirt 2. shit
1311,khurnjori,n f,,foal
1312,khuro,n m,,stallion
1313,khuvi,v tr,,1. plait 2. knit
1314,ki,conj,,because
1315,kidini,v tr,,shovel
1316,kihini,v itr,,sneeze
1317,kihnini,v itr,,sneeze
1318,kikla,n f,,skirt
1319,kiklja,n f,,skirt
1320,kilometro,n m,,kilometer
1321,kini,v tr,,"buy, purchase"
1322,kino,n m,,cinema
1323,kiosko,n m,,stand
1324,kipo,n m,,statue
1325,kirivo,n m,,godfather
1326,kisalo,adj m,,sour
1327,kiselini,v itr,,turn sour
1328,kisiko,n m,,oxygen
1329,kislina,n f,,acid
1330,kišta,n f,,1. chest 2. preserve
1331,kita,n f,,plait
1332,kitara,n f,,guitar
1333,kitini,v tr,,decorate
1334,klada,n f,,log
1335,klateži,n m,,hobo
1336,klaviri,n m,,piano
1337,klepari,n m,,plumber
1338,klepini,v tr,,plumbing
1339,kleto,n m,,cellar
1340,klico,n m,,call
1341,klina,n f,,peg
1342,klineto,n m,,clarinet
1343,klišče,n f pl,,"tongs, pliers"
1344,kljub,prep,,despite
1345,ključavnica,n f,,lock
