Index,Entry Word,Part of Speech,Affix,Definition
809,éftavar,num mult,,hétszer
810,éftavardeš,num card,,hetven
811,égerno kašt,n phr m,,égerfa
812,éjfélo,n m,-i/-os-,éjfél
813,eka,n f,-i/-a-,eke
814,ekethán,part vb,,össze-
815,ekethán čhingérel,v tr,-d-/-d-,széttép
816,ekethán čhível,partv tr,-d-/-d-,1. összehasonlít 2. összetesz
817,ekethán džal,partv itr,-n-/-n-,"zsugorodik, összemegy"
818,ekethán gerebjézínel,v tr,-d-/-d-,összegereblyéz
819,ekethán hašonlitínel,partv tr,-d-/-d-,összehasonlít
820,ekethán hušnel,v tr,-d-/-d-,összegyúr
821,ekethán kapčolínel,partv tr,-d-/-d-,összekapcsol
822,ekethán kédel,v tr,"-ind-, -l-/-ind-, -l-","összeszed, összegyűjt"
823,ekethán kerisajol,v itr,-íl-/-íl-,"összekerül, összejön"
824,ekethán márel o vasta,v itr,,tapsol
825,ekethán nášťol,v tr,-íl-/-íl-,összevesz
826,ekethán phirável,partv tr,-d-/-d-,"összeszed, összegyűjt"
827,ekethán phírel,v itr,-d-/-d-,összejár
828,ekethán ródel,v tr,"-ind-, -l-/-ind-, -l-",megkeres
829,ekethán sojhárel,v itr,-d-/-d-,összeházasodik
830,ekethán šužarkérel,v tr,-d-/-d-,összetakarít
831,ekethán térďol,v tr,-íl-/-íl-,összeáll
832,ekethán vakérel,v tr,-d-/-d-,összebeszél
833,ekethán zavarínel,partv tr,-d-/-d-,összezavar
834,eketháne,adv,,együtt
835,elbeséléši,n m,-ivja/-is-,elbeszélés
836,elégedetno,adj m,,elégedett
837,elégedimo,adj m,,elégedett
838,elégedínel,v tr,-d-/-d-,"megelégel, elégel"
839,elégšégešno,adj m,,elégséges
840,elejo,n m,-i/-os-,kezdet
841,élénkno,adj m,,élénk
842,eléňo,n m,-i/-os-,"haszon, előny"
843,elenőrzéši,n m,-ivja/-is-,ellenőrzés
844,eléser,adv temp,,először
845,élestó,n m,-óvi/-ós-,élesztő
846,életo,n m,-i/-os-,élet
847,élettáršo,n m,-i/-os-,élettárs
848,ellenörzínel,v tr,-d-/-d-,ellenőriz
849,ellenšégo,n m,-i/-os-,ellenség
850,ellenzínel,v tr,-d-/-d-,ellenez
851,elneko,n m,-i/-os-,elnök
852,elősoba,n f,-i/-a-,előszoba
853,elősör,adv temp,,először
854,előzőmno,adj m,,előző
855,elšémno,adj m,,első
856,elšémno,num ord,,első
