Index,Entry Word,Part of Speech,Affix,Definition
559,glasčinêl,v tr,,stroke
560,glavno,adj,,dominant
561,glîna,n f,,clay
562,glos,n f,,voice
563,glosno,adj,,loud
564,gluxo,adj,,deaf
565,gňazda,n f,,nest
566,gnojo,n m,,dunghill
567,godî,n f,,"1. intelligence 2. view, opinion"
568,godî,n m,,1. brain 2. mind
569,godžvarês,adv,,wisely
570,godžvaripê,n m,,wisdom
571,godžvaro,adj m,,"smart, intelligent, wise, reasonable"
572,goj,n f,,sausage
573,gomuŕo,n m,,palate
574,gono,n m,,sack
575,gosťo,n m,,guest
576,gotovo,adv,,ready
577,gotovo,adj,,1. cooked 2. ready
578,grabľa,n f,,rake
579,grado,n m,,hail
580,graj,n m,,horse
581,grasnî,n f,,mare
582,grêcko pêghênd,n phr m,,walnut
583,grêšno,adj,,sinful
584,grexo,n m,,sin
585,gribo,n m,,mushroom
586,grižinêl,v itr,,chew
587,grobo,n m,,coffin
588,grubjakirêl,v tr,,fatten (sth.)
589,grubjol,v itr,,become thick
590,grubobuľakro,adj m,,fat-bottomed
591,gruminêl,v itr,,it thunders
592,grumo,n m,,"thunder, thunderstorm"
593,grupa,n f,,group
594,gruša,n f,,pear
595,grušîtko kašt,n phr m,,pear tree
596,gudľakirêl,v tr,,sweeten
597,gudlo,adj m,,sweet
598,gulumbo,n m,,pigeon
599,guru,n m,,"bull, ox"
600,gurunî,n f,,cow
601,guruvano mas,n phr m,,beef
602,gužika,n f,,button
603,gvalta,n f,,"shouting, shout"
604,gvaltînêl,v itr,,"shout, scream, yell"
605,phu,n f,,1. earth 2. ground 3. loam
606,i,conj,,and
607,ijuľo,n m,,July
608,ijuňo,n m,,June
609,ili,conj,,or
610,ili ... ili,conj,,either … or
611,informacîja,n f,,information
612,interesno,adv,,curiously
613,interesno,adj,,interesting
614,intereso,n m,,interest
615,intêrnacîonaľno,adj,,international
616,isî,v itr,,1. be 2. have
617,istorija,n f,,history
618,izbit,adv,,very
619,izbit baro,adj phr,,huge
620,izjumo,n m,,raisin
621,jačel kovlêdîr,v phr itr,,soften
622,jačel-pê,v itr,,remain
