Index,Entry Word,Part of Speech,Affix,Definition
2158,xelbetîm,part,,of course
2159,xem,conj,,"but, and"
2160,xenamik,n f,-ja/-ja,"1. matchmaker 2. father of the daughter-in-law, father of the son-in-law"
2161,xendi,n f,-ja/-ja,"lavatory, toilet"
2162,xenďol,v itr,-iľ/—,defecate
2163,xeŕa,n pl,,groin
2164,xerbuzo,n m,-ê/-ês,watermelon
2165,xereldadijel,v itr,-ď/-îmê,snore
2166,xermutijel,v itr,-ď/-îmê,neigh
2167,xerni,n f,-ja/-ja,nostril
2168,xesapi,n m,-ja/-es,"incident, case"
2169,xev,n f,-ja/-ja,hole
2170,xevjalo,adj m,,having holes
2171,xevľarel,v tr,-ď/-d,"prick, pierce, perforate"
2172,xezmeťari,n m,-ja/-es,worker
2173,xezmeťarka,n f,-ja/-ja,Worker (female)
2174,xezmeti,n m,-ja/-es,"work, occupation"
2175,xiľces,n m,-a/-es,branch
2176,xlel,v tr,-ď/-d,defecate
2177,xlipe,n m,-imatês/-imas,defecating
2178,xnali,n m,-ja/-ês,nail (for shoeing a horse)
2179,xoľaskerel,v tr,-ď/-d,make sb. angry
2180,xoľazel,v itr,-ď/-d,be angry
2181,xoli,n f,,"1. evil, vice 2. gall bladder"
2182,xondijel,v itr,-ď/-îmê,moan
2183,xor,adj,,deep
2184,xorandаs,n m,-adês/-as,family
2185,xoripe,n m,-imatês/-os,depth
2186,xoros,n m,-ja/-imas,"character, behaviour"
2187,xorťarel,v tr,-ď/-d,"straighten, treat, reduce (luxation, bones)"
2188,xortes,adv mod,,"evenly, rightly, healthy"
2189,xorto,adj m,,"even, right, healthy"
2190,xorťol,v itr,-iľ/—,"be straightened, be improved, be cured"
2191,xotras,n m,-adês/-as,"village, farm yard"
2192,xoxaimari,n m,-ja/-es,deceiver
2193,xoxaimarka,n f,-ja/-ja,deceiver (female)
2194,xoxaipe,n m,-imatês/-imas,deception
2195,xoxavďol,v itr,-iľ/—,delude oneself
2196,xoxavel,v tr,-ď/-d,deceive
2197,xoxavnes,adv mod,,"falsely, deceitfully"
2198,xoxavno,adj m,,"deceitful, false"
2199,xrandel,v tr,-ď/-d,"1. burrow, dig, dig up 2. scratch heavily"
2200,xranľol,v itr,-iľ/—,rummage
2201,xudźuri,adj,,"incomprehensible, strange, unusual"
2202,xula,n f,-ja/-ja,maw (of a bird)
2203,xulanes,adv mod,,in a thrifty manner
2204,xulano,adj m,,"household, thrifty"
2205,xumer,n m,-a/-ês,dough
2206,xundźavel,v tr,-ď/-d,make sth. shuttle
2207,xurďarel,v tr,-ď/-d,make sth. smaller
2208,xurdes,adv mod,,into small pieces
2209,xurdimates,n pl,,"small things, small money"
2210,xurdipe,n m,-imatês/-imas,trifle
2211,xurdo,adj m,,small (about things)
2212,xurďol,v itr,-iľ/—,become smaller
2213,xurladijel,v tr,-ď/-îmê,"torture, offend"
2214,xurluǩa,n pl,,"torment, insult"
2215,xurluki,adj,,"exhausted, offended"
2216,zabiti,n m,-ja/-es,policeman
2217,zalag,adj indef,,"few, little, a bit"
2218,zalagisa,adj indef,,"few, little, a bit"
2219,zalis,n m,-idês/-is,"reel, dizziness"
2220,zaliskerel,v tr,-ď/-d,cause dizziness
2221,zalizel,v itr,-ď/-d,"feel dizzy, have a dizzy head"
2222,zamani,n m,-ja/-es,time
2223,žambutka,n f,-ja/-ja,"frog, toad"
2224,zar,n f,-ja/-ja,pubic hair
2225,zaroskerel,v tr,-ď/-d,pucker
2226,zarozel,v itr,-ď/-d,be puckered
2227,zbora,n f,-ja/-ja,word
2228,zborizel,v itr,-ď/-d,talk
2229,zeki,n m,-ja/-es,pit (of a fruit)
2230,zelenipe,n m,-imatês/-imas,"1. viridescence, viridescent 2. grass, greenery"
2231,zelenizel,v itr,-ď/-d,grow green
2232,zeleno,adj,,green
2233,zen,n f,-ja/-ja,saddle
2234,zendani,n m,-ja/-es,dungeon
2235,zeveli,n f,-ja/-es,fried eggs
2236,zinzi,n m,-ja/-es,gums
2237,zinzjarel,v tr,-ď/-d,"stretch, set"
2238,zinźol,v itr,-iľ/—,be stretched
2239,žîlavta,n f,-ja/-ja,ribwort
2240,žîlto,adj,,yellow
2241,žîltozel,v itr,-ď/-d,"grow yellow, be pale (face, body)"
2242,zjade,adv mod,,better
2243,zjade,adj,,the best
2244,zor,n f,-ja/-ja,"strength, might"
2245,zorales,adv mod,,strongly
2246,zoralo,adj m,,strong
2247,zoraľol,v itr,-iľ/—,become strong
2248,zorladijel pes,v phr itr,-ď/-d,"try, endeavor"
2249,zumaipe,n m,-imatês/-imas,1. verification 2. extortion
2250,zumavďarel,v tr,-ď/-d,"force to verify, force to extort"
2251,zumavďol,v itr,-iľ/—,"be verified, be extorted"
2252,zumavel,v tr,-ď/-d,"verify, extort, calibrate"
2253,žumeri,n m,-ja/-es,cracklings
2254,zumi,n f,-ja/-ja,"watery soup, skilly, broth"
2255,zumjastes,adv mod,,watery
2256,zumjasto,adj m,,watery
2257,zumjazel,v itr,-ď/-d,become watery
2258,zupanos,n m,-ja/-imas,penis
2259,zurnas,n m,-adês/-as,"pipe, tube"

